Fecha,Sociedad,Clase,Moneda,Monto_emision,Regimen,TNA_inicial,Plazo_meses,MONTO_ARS_EMISION_MILLONES,SECTOR
2024-08-28,Gualok S.R.L.,Serie I Clase B,ARS,60000000,PyME_Garantizada,0.4481,60.9,60.0000,INDUSTRIA
2024-08-28,Patagonian Fruits S.A.,Serie III Clase A,Dolar_Linked,2245000,PyME_Garantizada,0.0499,24.3,2133.0000,COMERCIO
2024-08-28,Patagonian Fruits S.A.,Serie III Clase B,ARS,241995000,PyME_Garantizada,0.4281,24.3,241.9950,COMERCIO
2024-09-02,Petrolera Aconcagua Energía S.A.,Clase XIV,ARS,19313593400,General,0.4538,12.2,19313.5934,ENERGIA
2024-09-03,Garro Fabril S.A.,Serie II Clase A,ARS,202938610,PyME_Garantizada,0.4494,24.3,202.9386,SERVICIOS_NO_FINANCIEROS
2024-09-03,Garro Fabril S.A.,Serie II Clase B,Dolar_Linked,91430,PyME_Garantizada,0.0450,24.3,87.0000,INDUSTRIA
2024-09-03,PRO-DE-MAN S.A.,Serie III Clase 1,ARS,3256000000,PyME_Garantizada,0.4444,24.3,3256.0000,INDUSTRIA
2024-09-03,PRO-DE-MAN S.A.,Serie III Clase 2,Dolar_Linked,1569000,PyME_Garantizada,0.0489,18.2,1497.0000,INDUSTRIA
2024-09-04,Bisordi-Kremar S.R.L.,Serie I Clase A,ARS,90000000,PyME_Garantizada,0.4350,24.3,90.0000,COMERCIO
2024-09-04,Bisordi-Kremar S.R.L.,Serie I Clase B,ARS,90000000,PyME_Garantizada,0.4475,60.9,90.0000,COMERCIO
2024-09-04,Hattrick Energy S.A.S.,Serie I Clase 1,Dolar_Linked,3000000,PyME_Garantizada,0.0550,24.3,2684.0000,ENERGIA
2024-09-04,YPF S.A.,Clase XXXI,USD,500000000,General,0.0875,85.2,477250.0000,ENERGIA
2024-09-05,Talleres Metalúrgicos Crucianelli S.A.,Serie II Clase 1,ARS,4304569050,PyME_Garantizada,0.4413,24.3,4304.5691,INDUSTRIA
2024-09-05,Talleres Metalúrgicos Crucianelli S.A.,Serie II Clase 3,Dolar_Linked,2486953,PyME_Garantizada,0.0625,24.3,2375.0000,INDUSTRIA
2024-09-05,Pampa Energía S.A.,Clase 21,USD,410000000,General,0.0795,85.2,391517.0000,ENERGIA
2024-09-06,Pallets Jauregui S.A.,Serie I,ARS,806250000,PyME_Garantizada,0.4440,24.3,806.2500,INDUSTRIA
2024-09-10,Rombo Compañía Financiera S.A.,Clase 57,ARS,7915556667,General,0.4413,12.2,7915.5567,FINANCIERO
2024-09-10,Rombo Compañía Financiera S.A.,Clase 58,ARS,2084443333,General,0.4613,24.3,2084.4433,FINANCIERO
2024-09-12,Gastaldi Hnos. S.A.I. y C.F. e I.,Serie II Clase II,ARS,4679000000,PyME_Garantizada,0.4625,24.3,4679.0000,AGROPECUARIO
2024-09-16,Banco de Servicios y Transacciones S.A.U.,Clase XVIII,ARS,12040000000,General,0.4563,9.1,12040.0000,FINANCIERO
2024-09-16,Meranol S.A.C.I.,Clase 27,ARS,1719410758,PyME,0.4813,12.2,1719.4108,INDUSTRIA
2024-09-16,Meranol S.A.C.I.,Clase 28,Dolar_Linked,1729520,PyME,0.0850,18.2,1664.0000,INDUSTRIA
2024-09-16,Meranol S.A.C.I.,Clase 29,USD,118000,PyME,0.0950,24.3,114.0000,INDUSTRIA
2024-09-17,Banco de Galicia y Buenos Aires S.A.U.,Adicionales Clase XIV,ARS,9256962511,General,0.4375,4.7,9256.9625,FINANCIERO
2024-09-17,Banco de Galicia y Buenos Aires S.A.U.,Clase XV,ARS,42106850000,General,0.0395,6.4,42106.8500,FINANCIERO
2024-09-18,Banco BBVA Argentina S.A.,Clase 29,ARS,24500000000,General,0.4444,9.1,24500.0000,FINANCIERO
2024-09-18,Compañía TSB S.A.,Serie II Clase I,Dolar_Linked,3643853,PyME_Garantizada,0.0800,24.3,3510.0000,SERVICIOS_NO_FINANCIEROS
2024-09-19,YPF S.A.,Adicionales Clase XXXI,USD,40187700,General,0.0875,84.9,38731.0000,ENERGIA
2024-09-20,Creative PMO International S.A.,Serie I,ARS,200000000,PyME_Garantizada,0.4920,24.3,200.0000,SERVICIOS_NO_FINANCIEROS
2024-09-25,Credicuotas Consumo S.A.,Clase IX,ARS,11371204714,General,0.4763,12.2,11371.2047,FINANCIERO
2024-09-25,Pan American Energy SL Sucursal Argentina,Clase 34,USD,23055471,General,0.0497,36.5,22316.0000,ENERGIA
2024-09-25,Pan American Energy SL Sucursal Argentina,Clase 35,USD,176944529,General,0.0700,60.9,171268.0000,ENERGIA
2024-09-26,Reba Compañía Financiera S.A.,Serie I,ARS,2000000000,General,0.4953,9.1,2000.0000,FINANCIERO
2024-09-26,Recard S.A.,Serie II,ARS,800000000,PyME_Garantizada,0.4863,12.2,800.0000,COMERCIO
2024-09-30,Termoeléctrica S.A.,Serie III Clase I,Dolar_Linked,1031903,PyME_Garantizada,0.0800,36.5,1002.0000,INDUSTRIA
2024-10-01,Zafra S.A.,Serie II Clase A,ARS,614000000,PyME_Garantizada,0.5000,24.3,614.0000,COMERCIO
2024-10-01,Zafra S.A.,Serie II Clase B,Dolar_Linked,379797,PyME_Garantizada,0.0950,24.3,614.0000,COMERCIO
2024-10-02,Arcor S.A.I.C.,Clase 24,ARS,40000000000,General,0.4505,12.2,40000.0000,INDUSTRIA
2024-10-02,Grupo ST S.A.,Clase 13,USD,7658498,General,0.0700,9.1,7442.0000,FINANCIERO
2024-10-02,Pampa Energía S.A.,Clase 22,USD,83977835,General,0.0575,48.7,81605.0000,ENERGIA
2024-10-03,Banco de Galicia y Buenos Aires S.A.U.,Clase XVI,USD,325000000,General,0.0775,48.7,316144.0000,FINANCIERO
2024-10-07,Grupo Cohen S.A.,Clase 8,USD,8909000,General,0.0625,15.2,8691.0000,FINANCIERO
2024-10-07,Inversora Juramento S.A.,Clase V,USD,20000000,General,0.0600,24.3,19510.0000,AGROPECUARIO
2024-10-07,YPF S.A.,Clase XXXII,USD,125000000,General,0.0650,48.7,121938.0000,ENERGIA
2024-10-07,YPF S.A.,Clase XXXIII,USD,25000000,General,0.0700,48.7,121938.0000,ENERGIA
2024-10-08,Compañía General de Combustibles S.A.,Clase 36,USD,68262474,General,0.0650,36.5,66619.0000,ENERGIA
2024-10-08,Vista Energy Argentina S.A.U.,Clase XXVI,USD,150000000,General,0.0765,85.2,146388.0000,ENERGIA
2024-10-09,YPF Energía Eléctrica S.A.,Clase XVIII,USD,420000000,General,0.0788,97.4,410025.0000,ENERGIA
2024-10-10,S.A. San Miguel A.G.I.C.I.F.,Adicionales Serie X Clase A,Dolar_Linked,28205309,PyME,0.0700,21.8,27625.0000,INDUSTRIA
2024-10-10,S.A. San Miguel A.G.I.C.I.F.,Serie XI,USD,18037687,PyME,0.0950,24.3,17666.0000,INDUSTRIA
2024-10-15,Genneia S.A.,Clase XLVII,USD,48349695,General,0.0600,48.7,47411.0000,ENERGIA
2024-10-15,Industrial and Commercial Bank of China (Argentina) S.A.U.,Clase II,ARS,7525000000,General,0.4438,12.2,7525.0000,FINANCIERO
2024-10-15,Rolcar S.A.,Serie I,ARS,2000000000,PyME_Garantizada,0.4587,24.3,2000.0000,COMERCIO
2024-10-16,Gestión de Préstamos y Cobranzas S.A.,Serie II,ARS,400000000,PyME_Garantizada,0.4944,18.2,400.0000,SERVICIOS_NO_FINANCIEROS
2024-10-16,John Deere Credit Compañía Financiera S.A.,Clase XIV,USD,28658217,General,0.0500,24.3,28130.0000,FINANCIERO
2024-10-16,John Deere Credit Compañía Financiera S.A.,Clase XV,USD,16405232,General,0.0650,48.7,16103.0000,FINANCIERO
2024-10-17,Volkswagen Financial Services Compañía Financiera S.A.,Clase 11,ARS,15974962962,General,0.4638,12.2,15974.9630,FINANCIERO
2024-10-18,Paramérica S.A.,Serie II Clase I,ARS,1962600000,PyME_Garantizada,0.4774,24.3,1962.6000,COMERCIO
2024-10-18,Petroquímica Comodoro Rivadavia S.A.,Clase R,USD,46018072,General,0.0675,48.7,45274.0000,INDUSTRIA
2024-10-18,Empresa Distribuidora y Comercializadora Norte S.A. (Edenor),Clase 7,USD,135000000,General,0.0975,73.0,132817.0000,ENERGIA
2024-10-21,IRSA Inversiones y Representaciones S.A.,Clase XXII,USD,15799810,General,0.0575,36.5,15554.0000,CONSTRUCCION_E_INFRAESTRUCTURA
2024-10-21,IRSA Inversiones y Representaciones S.A.,Clase XXIII,USD,51467822,General,0.0725,60.9,50666.0000,CONSTRUCCION_E_INFRAESTRUCTURA
2024-10-22,Com & Log S.A.,Serie II Clase A,ARS,749000000,PyME_Garantizada,0.4931,24.3,749.0000,INDUSTRIA
2024-10-22,Com & Log S.A.,Serie II Clase B,ARS,151000000,PyME_Garantizada,0.4831,12.2,151.0000,INDUSTRIA
2024-10-22,Tecpetrol S.A.,Clase 8,USD,67430342,General,0.0500,36.5,66407.0000,ENERGIA
2024-10-22,Tecpetrol S.A.,Clase 9,USD,80541942,General,0.0680,60.9,79320.0000,ENERGIA
2024-10-23,Ferretera Central JT S.R.L.,Serie I,ARS,540000000,PyME_Garantizada,0.4938,18.2,540.0000,COMERCIO
2024-10-24,Empresa Distribuidora y Comercializadora Norte S.A. (Edenor),Clase 7 Canje,USD,48789286,General,0.0975,73.0,48122.0000,ENERGIA
2024-10-24,Generación Mediterránea S.A. y Central Térmica Roca S.A.,Clase XXXIX Serie A,USD,212963822,General,0.1100,85.3,206398.0000,ENERGIA
2024-10-24,Generación Mediterránea S.A. y Central Térmica Roca S.A.,Clase XXXIX Serie B,USD,141000000,General,0.1100,85.3,139073.0000,ENERGIA
2024-10-24,Petrolera Aconcagua Energía S.A.,Clase XV,USD,30617307,General,0.0900,48.7,30199.0000,ENERGIA
2024-10-24,Petrolera Aconcagua Energía S.A.,Clase XVI,Dolar_Linked,18159306,General,0.0800,48.7,17911.0000,ENERGIA
2024-10-24,Telecom Argentina S.A.,Adicionales Clase 21,USD,200000000,General,0.0950,81.8,197266.0000,SERVICIOS_NO_FINANCIEROS
2024-10-25,Caimán S.A.,Serie II Clase A,ARS,603300000,PyME_Garantizada,0.4956,24.3,603.3000,INDUSTRIA
2024-10-25,Navarro S.A.,Serie I Clase 1,Dolar_Linked,290128,PyME_Garantizada,0.0950,24.3,287.0000,COMERCIO
2024-10-25,Navarro S.A.,Serie I Clase 2,ARS,914285713,PyME_Garantizada,0.4956,24.3,914.2857,COMERCIO
2024-10-28,360 Energy Solar S.A.,Clase 4,USD,22278429,General,0.0800,36.5,22030.0000,ENERGIA
2024-10-29,Cloronor S.A.,Serie I Clase 2,ARS,250000000,PyME_Garantizada,0.5050,24.3,250.0000,INDUSTRIA
2024-10-29,Banco Comafi S.A.,Clase V,USD,16625000,General,0.0000,3.0,16446.0000,FINANCIERO
2024-10-29,Banco Comafi S.A.,Clase VI,USD,87536000,General,0.0050,3.0,86595.0000,FINANCIERO
2024-10-29,Crown Point Energía S.A.,Clase VI,USD,22000000,General,0.0950,36.5,21764.0000,ENERGIA
2024-10-30,Oiltanking Ebytem S.A.,Serie III,USD,35529895,General,0.0700,48.7,35183.0000,SERVICIOS_NO_FINANCIEROS
2024-10-31,Banco de Servicios y Transacciones S.A.U.,Clase XX,USD,12000000,General,0.0025,2.9,11889.0000,FINANCIERO
2024-11-01,Banco de Galicia y Buenos Aires S.A.U.,Clase XVII,USD,83477768,General,0.0200,5.9,82873.0000,FINANCIERO
2024-11-04,Surcos S.A.,Serie XIV Clase A,Dolar_Linked,15191230,General,0.0900,24.3,15090.0000,AGROPECUARIO
2024-11-04,Surcos S.A.,Serie XIV Clase B,USD,1577821,General,0.0900,30.4,1567.0000,AGROPECUARIO
2024-11-04,Surcos S.A.,Serie XIV Clase C,ARS,3078396350,General,0.4400,9.1,3078.3964,AGROPECUARIO
2024-11-05,Albanesi Energía S.A.,Clase XIX,USD,308135,General,0.1100,85.0,307.0000,ENERGIA
2024-11-05,Albanesi Energía S.A.,Clase XX,Dolar_Linked,11769050,General,0.1100,85.0,11707.0000,ENERGIA
2024-11-05,Generación Mediterránea S.A. y Central Térmica Roca S.A.,Clase XL,USD,1647811,General,0.1100,85.0,1639.0000,ENERGIA
2024-11-05,Generación Mediterránea S.A. y Central Térmica Roca S.A.,Clase XLI,Dolar_Linked,15438581,General,0.1100,85.0,15358.0000,ENERGIA
2024-11-05,Sion S.A.,Serie XIV,ARS,3000000000,PyME,0.4428,12.2,3000.0000,SERVICIOS_NO_FINANCIEROS
2024-11-07,Minera Exar S.A.,Clase I,USD,50000000,General,0.0800,36.5,49767.0000,MINERIA
2024-11-08,CNH Industrial Capital Argentina S.A.,Clase 7,USD,17014797,General,0.0600,24.3,16968.0000,FINANCIERO
2024-11-08,CNH Industrial Capital Argentina S.A.,Clase 8,USD,11056884,General,0.0750,48.7,11026.0000,FINANCIERO
2024-11-11,Pan American Energy SL Sucursal Argentina,Clase 36,USD,78100553,General,0.0725,85.2,77925.0000,ENERGIA
2024-11-11,Pan American Energy SL Sucursal Argentina,Clase 37,USD,74172648,General,0.0625,48.7,74006.0000,ENERGIA
2024-11-12,GPAT Compañía Financiera S.A.U.,Serie XXXVIII Clase A,ARS,8955223878,General,0.4288,12.2,8955.2239,FINANCIERO
2024-11-12,GPAT Compañía Financiera S.A.U.,Serie XXXVIII Clase B,ARS,937500000,General,0.4088,9.1,937.5000,FINANCIERO
2024-11-13,Cresud S.A.C.I.F.A.,Clase XLVII,USD,64417023,General,0.0700,48.7,64369.0000,AGROPECUARIO
2024-11-20,BACS Banco de Crédito y Securitización S.A.,Clase XVIII,ARS,20000000000,General,0.4217,12.4,20000.0000,FINANCIERO
2024-11-20,YPF Energía Eléctrica S.A.,Clase XIX,USD,49018232,General,0.0525,24.3,49202.0000,ENERGIA
2024-11-20,YPF Energía Eléctrica S.A.,Clase XX,USD,50981768,General,0.0675,48.7,51173.0000,ENERGIA
2024-11-21,S.A. San Miguel A.G.I.C.I.F.,Adicionales Serie XI,USD,16072840,PyME,0.0950,22.9,16149.0000,INDUSTRIA
2024-11-21,Tarjeta Naranja S.A.U.,Clase LXIII,USD,179163334,General,0.0625,12.2,180014.0000,FINANCIERO
2024-11-22,CFN S.R.L.,Serie VII,ARS,10591080000,General,0.4381,12.2,10591.0800,FINANCIERO
2024-11-25,Banco de Servicios Financieros S.A.,Clase 25,ARS,14055000000,General,0.4250,12.2,14055.0000,FINANCIERO
2024-11-25,Rizobacter Argentina S.A.,Serie X Clase A,Dolar_Linked,2396825,General,0.0700,24.3,2414.0000,AGROPECUARIO
2024-11-25,Rizobacter Argentina S.A.,Serie X Clase B,Dolar_Linked,23529711,General,0.0800,36.5,23700.0000,AGROPECUARIO
2024-11-25,MSU Energy S.A.,Clase XII Serie B,USD,176647540,General,0.0975,73.0,177928.0000,ENERGIA
2024-11-26,Credicuotas Consumo S.A.,Serie X Clase 1,ARS,7990000000,General,0.4431,12.2,7990.0000,ENERGIA
2024-11-26,Credicuotas Consumo S.A.,Serie X Clase 2,ARS,22010000000,General,0.4100,6.0,22010.0000,FINANCIERO
2024-11-26,Radiadores Prats S.A.,Serie II,ARS,2800000000,PyME_Garantizada,0.4481,24.3,2800.0000,FINANCIERO
2024-11-26,Telecom Argentina S.A.,Clase 23,USD,75247975,General,0.0700,48.7,75831.0000,SERVICIOS_NO_FINANCIEROS
2024-11-27,Banco Supervielle S.A.,Clase I,USD,30000000,General,0.0470,6.0,30263.0000,FINANCIERO
2024-11-28,Empresa Distribuidora de Electricidad de Mendoza S.A.,Clase 3,USD,16088343,General,0.0800,36.5,16237.0000,ENERGIA
2024-11-28,Empresa Distribuidora de Electricidad de Mendoza S.A.,Clase 4,ARS,17045539000,General,0.4400,12.2,17045.5390,ENERGIA
2024-11-28,FCA Compañía Financiera S.A.,Clase XX Serie I,UVA,6540000,General,0.0884,30.4,8277.0000,FINANCIERO
2024-11-28,FCA Compañía Financiera S.A.,Clase XX Serie II,ARS,7500000000,General,0.3360,15.2,7500.0000,FINANCIERO
2024-12-02,Banco de Galicia y Buenos Aires S.A.U.,Clase XVIII,ARS,23496247000,General,0.0300,4.9,23496.2470,FINANCIERO
2024-12-02,Banco de Galicia y Buenos Aires S.A.U.,Clase XIX,USD,97749482,General,0.0425,6.1,98915.0000,FINANCIERO
2024-12-02,Transporte Peduzzi S.A.,Serie I Clase I,ARS,2000000000,PyME_Garantizada,0.4294,24.3,2000.0000,SERVICIOS_NO_FINANCIEROS
2024-12-03,Toyota Compañía Financiera de Argentina S.A.,Clase 33,ARS,20000000000,General,0.4293,18.2,20000.0000,FINANCIERO
2024-12-03,Droguería Central S.A.S.,Serie I,ARS,400000000,PyME_Garantizada,0.4444,24.3,400.0000,COMERCIO
2024-12-03,Madero Harbour S.A.,Serie I Clase I,ARS,4000000000,PyME_Garantizada,0.4494,24.3,4000.0000,CONSTRUCCION_E_INFRAESTRUCTURA
2024-12-03,Plaza Logística S.R.L.,Clase 15,USD,9587538,General,0.0700,42.6,9714.0000,CONSTRUCCION_E_INFRAESTRUCTURA
2024-12-04,Vista Energy Argentina S.A.U.,Clase XXVII,USD,600000000,General,0.0763,133.9,607950.0000,ENERGIA
2024-12-05,Latitud 45 Petróleo y Gas S.A.,Serie II Clase I,ARS,2722777777,PyME_Garantizada,0.4388,24.3,2722.7778,ENERGIA
2024-12-05,Sidersa S.A.,Clase I,USD,27636229,General,0.0650,24.3,28018.0000,INDUSTRIA
2024-12-05,Latitud 45 Petróleo y Gas S.A.,Serie II Clase III,UVA,646564,PyME_Garantizada,0.0819,24.3,823.0000,ENERGIA
2024-12-09,Banco BBVA Argentina S.A.,Clase 30,ARS,15088235294,General,0.0275,9.1,15088.2353,FINANCIERO
2024-12-09,Banco BBVA Argentina S.A.,Clase 31,ARS,37706732940,General,0.3712,12.2,37706.7329,FINANCIERO
2024-12-09,Pampa Energía S.A.,Clase 23,USD,360000000,General,0.0788,121.7,366030.0000,ENERGIA
2024-12-10,MSU Energy S.A.,Clase XII Serie A,USD,223352460,General,0.0975,72.8,227205.0000,ENERGIA
2024-12-10,Raghsa S.A.,Clase 7,USD,48705263,General,0.0850,97.4,49545.0000,CONSTRUCCION_E_INFRAESTRUCTURA
2024-12-12,Mastellone Hermanos S.A.,Clase 1,USD,20000000,General,0.0450,6.1,20375.0000,INDUSTRIA
2024-12-13,Agro de Souza S.A.,Serie II Clase 2,ARS,1000000000,PyME_Garantizada,0.3956,24.3,1000.0000,COMERCIO
2024-12-17,Hijos de Salvador Muñoz S.A.,Clase III Serie I,USD,1382752,General,0.0750,18.2,1413.0000,INDUSTRIA
2024-12-17,Hijos de Salvador Muñoz S.A.,Clase III Serie II,USD,7929057,General,0.0900,36.5,8102.0000,INDUSTRIA
2024-12-17,Meranol S.A.C.I.,Clase 30,ARS,3488921868,PyME,0.4150,12.2,3488.9219,INDUSTRIA
2024-12-17,Meranol S.A.C.I.,Clase 31,Dolar_Linked,97500,PyME,0.0950,18.2,100.0000,INDUSTRIA
2024-12-17,Meranol S.A.C.I.,Clase 32,USD,181875,PyME,0.0950,18.2,186.0000,INDUSTRIA
2024-12-18,MSU Green Energy S.A.U.,Clase 3,USD,21376563,General,0.0850,48.7,21863.0000,ENERGIA
2024-12-18,Banco CMF S.A.,Clase 16,USD,20000000,General,0.0440,6.1,20455.0000,FINANCIERO
2024-12-18,Banco Comafi S.A.,Clase VII,USD,18222000,General,0.0200,3.0,18637.0000,FINANCIERO
2024-12-18,Banco Comafi S.A.,Clase VIII,USD,11969955,General,0.0450,6.0,12242.0000,FINANCIERO
2024-12-18,Ecosur Bahía S.A.,Serie I,ARS,400000000,PyME_Garantizada,0.3938,18.2,400.0000,COMERCIO
2024-12-18,Banco Hipotecario S.A.,Clase 8,ARS,45347500000,General,0.3725,12.2,45347.5000,FINANCIERO
2024-12-19,Aeropuertos Argentina 2000 S.A.,Clase 11,USD,28756612,General,0.0550,24.1,29425.0000,CONSTRUCCION_E_INFRAESTRUCTURA
2024-12-19,Crédito Directo S.A.,Clase XXIX,ARS,8000000000,General,0.3969,12.2,8000.0000,FINANCIERO
2024-12-19,PSA Finance Argentina Compañía Financiera S.A.,Serie 29,ARS,11655555556,General,0.3687,9.1,11655.5556,FINANCIERO
2024-12-19,PSA Finance Argentina Compañía Financiera S.A.,Serie 30,ARS,8344444444,General,0.3738,18.2,8344.4444,FINANCIERO
2024-12-19,Asociación Civil Sumatoria para una Nueva Economía,Clase VI,ARS,1825000000,PyME_Garantizada,0.3718,24.3,1825.0000,FINANCIERO
2024-12-20,Banco de Galicia y Buenos Aires S.A.U.,Clase XX,ARS,35088750000,General,0.3758,12.2,35088.7500,FINANCIERO
2024-12-20,Galerent S.A.,Serie I,ARS,960000000,PyME_Garantizada,0.4088,18.2,960.0000,SERVICIOS_NO_FINANCIEROS
2024-12-20,Tresnal Agropecuaria S.A.,Serie III Clase A,ARS,1586037500,PyME_Garantizada,0.3938,24.3,1586.0375,AGROPECUARIO
2024-12-23,Milkynet S.A.,Serie I,ARS,500000000,PyME_Garantizada,0.3898,24.3,500.0000,AGROPECUARIO
2025-01-08,YPF S.A.,Clase XXXIV,USD,1100000000,General,0.0825,109.6,1140425.0000,ENERGIA
2025-01-13,Banco Supervielle S.A.,Clase J,USD,50000000,General,0.0418,6.0,52013.0000,FINANCIERO
2025-01-14,John Deere Credit Compañía Financiera S.A.,lase XVI,USD,50000000,General,0.0700,36.5,52063.0000,FINANCIERO
2025-01-14,Collins S.A.,Serie I,ARS,1500000000,PyME_Garantizada,0.3963,24.3,1500.0000,FINANCIERO
2025-01-15,Puente Hnos. S.A.,Serie II,USD,10090863,General,0.0550,12.2,10512.0000,FINANCIERO
2025-01-15,Puente Hnos. S.A.,Serie III,USD,10256122,General,0.0650,24.3,10684.0000,FINANCIERO
2025-01-16,Oiltanking Ebytem S.A.,Serie IV Clase 1,USD,28306584,General,0.0700,36.5,29503.0000,SERVICIOS_NO_FINANCIEROS
2025-01-16,Oiltanking Ebytem S.A.,Serie IV Clase 2,USD,35231293,General,0.0800,60.9,36720.0000,SERVICIOS_NO_FINANCIEROS
2025-01-16,Credicuotas Consumo S.A.,Serie XI,USD,18199745,General,0.0700,9.1,18969.0000,FINANCIERO
2025-01-16,Tecpetrol S.A.,Clase 10,USD,400000000,General,0.0763,97.4,416900.0000,ENERGIA
2025-01-20,Banco Santander Argentina S.A.,Clase XXVII,ARS,56382000000,General,0.3556,12.2,56382.0000,FINANCIERO
2025-01-23,Pluspetrol S.A.,Clase 1,USD,74164370,General,0.0600,36.5,77700.0000,ENERGIA
2025-01-23,Pluspetrol S.A.,Clase 2,USD,123020337,General,0.0750,60.9,128885.0000,ENERGIA
2025-01-23,Ricardo Almar e Hijos S.A.,Clase II,ARS,900000000,PyME_Garantizada,0.3879,24.3,900.0000,INDUSTRIA
2025-01-28,Petrolera Aconcagua Energía S.A.,Clase XVII,USD,29244801,General,0.0900,36.5,30734.0000,ENERGIA
2025-01-28,Rombo Compañía Financiera S.A.,Serie 59,ARS,15843750000,General,0.3787,18.2,15843.7500,FINANCIERO
2025-01-28,Rombo Compañía Financiera S.A.,Serie 60,UVA,6008863,General,0.0750,24.3,7995.0000,FINANCIERO
2025-01-30,Ledesma S.A.A.I.,Clase 15,USD,31092846,General,0.0700,32.4,32725.0000,INDUSTRIA
2025-01-30,Banco Comafi S.A.,Clase IX,USD,38543165,General,0.0425,6.0,40567.0000,FINANCIERO
2025-01-30,Banco Comafi S.A.,Adicionales Clase VII,USD,11456835,General,0.0200,1.6,12058.0000,FINANCIERO
2025-02-04,Balanz Capital Valores S.A.U.,Adicionales Serie I,USD,15000000,General,0.0500,16.2,15814.0000,FINANCIERO
2025-02-04,S.A. San Miguel A.G.I.C.I.F.,Serie XII,USD,16269057,PyME,0.0950,24.3,17152.0000,INDUSTRIA
2025-02-04,Banco CMF S.A.,Clase 17,USD,19376200,General,0.0450,6.0,20427.0000,FINANCIERO
2025-02-04,Banco CMF S.A.,Clase 18,ARS,10250000000,General,0.3394,12.2,10250.0000,FINANCIERO
2025-02-05,Banco Supervielle S.A.,Clase K,USD,28382227,General,0.0415,6.0,29935.0000,FINANCIERO
2025-02-05,Banco Supervielle S.A.,Clase L,ARS,50974085884,General,0.3244,12.2,50974.0859,FINANCIERO
2025-02-05,Banco de Servicios y Transacciones S.A.U.,Clase XXI,USD,21080397,General,0.0575,6.0,22234.0000,FINANCIERO
2025-02-06,Pan American Energy SL Sucursal Argentina,Clase 38,USD,120000000,General,0.0650,30.4,126586.0000,ENERGIA
2025-02-06,Prochem Bio S.A.,Serie I Clase A,ARS,2109416600,PyME_Garantizada,0.3584,24.3,2109.4166,INDUSTRIA
2025-02-06,Banco de Galicia y Buenos Aires S.A.U.,Clase XXI,ARS,79786900000,General,0.3338,12.2,79786.9000,FINANCIERO
2025-02-06,Banco de Galicia y Buenos Aires S.A.U.,Clase XXII,USD,73823009,General,0.0415,6.0,798787.0000,FINANCIERO
2025-02-06,Fiplasto S.A.,Clase I,USD,10000000,General,0.0600,36.5,10549.0000,INDUSTRIA
2025-02-12,Petroquímica Comodoro Rivadavia S.A.,Clase S,USD,65000000,General,0.0800,73.0,68697.0000,ENERGIA
2025-02-18,Camuzzi Gas Pampeana S.A.,Clase I,USD,70000000,General,0.0795,24.3,74142.0000,ENERGIA
2025-02-19,Banco Hipotecario S.A.,Clase 9,ARS,50000000000,General,0.3269,12.2,50000.0000,FINANCIERO
2025-02-19,Banco Santander Argentina S.A.,Clase XXVIII,ARS,70092000000,General,0.3269,12.2,70092.0000,FINANCIERO
2025-02-20,Empresa Distribuidora de Electricidad de Salta S.A. (EDESA),Clase 2,USD,23242616,General,0.0850,24.3,24634.0000,ENERGIA
2025-02-20,Arcor S.A.I.C.,Clase 25,ARS,60000000000,General,0.3065,12.2,60000.0000,INDUSTRIA
2025-02-24,Banco BBVA Argentina S.A.,Adicionales Clase 30,ARS,9062730000,General,0.0275,6.6,9062.7300,FINANCIERO
2025-02-24,Banco BBVA Argentina S.A.,Clase 32,USD,16510000,General,0.0350,12.2,17519.0000,FINANCIERO
2025-02-24,Banco BBVA Argentina S.A.,Clase 33,USD,20445779,General,0.0400,6.0,21696.0000,FINANCIERO
2025-02-24,Banco BBVA Argentina S.A.,Clase 34,ARS,57002870000,General,0.3181,12.2,57002.8700,FINANCIERO
2025-02-25,Centro de Rehabilitación Integral Los Nogales S.R.L.,Serie I Clase A,ARS,205000000,PyME_Garantizada,0.3606,24.3,205.0000,SERVICIOS_NO_FINANCIEROS
2025-02-25,Generación Mediterránea S.A. y Central Térmica Roca S.A.,Adicionales Clase XXXII,USD,3686873,General,0.0950,15.3,3914.0000,ENERGIA
2025-02-25,Generación Mediterránea S.A. y Central Térmica Roca S.A.,Clase XLII,ARS,6024952347,General,0.3406,12.2,6024.9523,ENERGIA
2025-02-25,YPF S.A.,Clase XXXV,USD,139894182,General,0.0625,24.3,148516.0000,ENERGIA
2025-02-25,YPF S.A.,Clase XXXVI,USD,58971000,General,0.0350,6.0,62605.0000,ENERGIA
2025-02-25,Centro de Rehabilitación Integral Los Nogales S.R.L.,Serie I Clase B,ARS,205000000,PyME_Garantizada,0.3756,60.9,205.0000,SERVICIOS_NO_FINANCIEROS
2025-02-26,Maximia S.A.,Serie I,ARS,700000000,PyME_Garantizada,0.3338,24.3,700.0000,SERVICIOS_NO_FINANCIEROS
2025-02-26,Petróleos Sudamericanos S.A.,Clase II,USD,9158045,General,0.0875,30.4,9725.0000,ENERGIA
2025-02-27,360 Energy Solar S.A.,Clase 5,USD,15000000,General,0.0875,30.5,15936.0000,ENERGIA
2025-02-27,Genneia S.A.,Clase XLVIII,USD,27760264,General,0.0650,36.5,29492.0000,ENERGIA
